Operation_Date,Year,Month,Quarter,Day_of_Week,Weekend,Peak_Season,Warehouse_ID,Warehouse_Type,Warehouse_Area_sq_m,Temperature_C,Humidity_Percentage,Weather_Condition,Warehouse_Occupancy_Percentage,Total_Shipments,Total_Cargo_Weight_kg,Total_Cargo_Volume_m3,Number_of_Flights,Forklift_Operating_Hours,Conveyor_Operating_Hours,HVAC_Operating_Hours,Lighting_Operating_Hours,Equipment_Utilization_Percentage,Staff_Count,Staff_Availability_Percentage,Energy_Consumption_kWh
2022-06-22,2022,6,2,Wednesday,No,Yes,WH003,General,18204,34.6,56,Sunny,91,286,27749.58,180.98,16,8.4,5.6,6.2,24.0,75.5,69,91.0,85.41
2022-06-22,2022,6,2,Wednesday,No,Yes,WH004,General,24074,34.6,56,Sunny,86,330,34836.94,152.15,13,9.2,6.1,6.0,24.0,76.5,70,97.0,93.4
2022-06-22,2022,6,2,Wednesday,No,Yes,WH005,General,20253,34.6,56,Sunny,86,295,28887.3,156.08,19,8.8,4.8,6.2,24.0,71.8,71,93.1,89.51
2022-06-22,2022,6,2,Wednesday,No,Yes,WH006,General,20006,34.6,56,Sunny,66,229,19479.05,108.58,9,7.3,3.7,6.3,24.0,59.5,66,90.3,84.48
2022-06-23,2022,6,2,Thursday,No,Yes,CW001,Cold,13828,35.5,54,Sunny,99,273,25827.39,129.13,12,8.2,3.0,11.7,24.0,78.7,47,94.9,184.7
2022-06-23,2022,6,2,Thursday,No,Yes,CW002,Cold,13143,35.5,54,Sunny,96,302,25366.5,105.51,12,8.5,3.1,11.6,24.0,77.6,52,94.7,184.27
2022-06-23,2022,6,2,Thursday,No,Yes,DG001,Dangerous Goods,11016,35.5,54,Sunny,50,56,4377.79,10.96,2,2.5,0.2,6.6,24.0,30.9,24,87.4,106.85
2022-06-23,2022,6,2,Thursday,No,Yes,EX001,Express,14467,35.5,54,Sunny,72,165,3951.81,29.88,6,5.2,5.9,6.5,24.0,55.4,41,98.9,117.8
2022-06-23,2022,6,2,Thursday,No,Yes,LA001,Live Animal,11771,35.5,54,Sunny,50,17,651.62,8.69,1,1.1,0.0,6.0,24.0,20.4,14,89.6,130.57
2022-06-23,2022,6,2,Thursday,No,Yes,VW001,Valuable,4419,35.5,54,Sunny,39,13,111.09,0.91,1,1.1,0.3,3.6,24.0,23.9,11,92.7,72.17
2022-06-23,2022,6,2,Thursday,No,Yes,WH001,General,23238,35.5,54,Sunny,89,397,39377.5,217.78,18,10.6,6.9,5.8,24.0,89.5,81,95.9,87.11
2022-06-23,2022,6,2,Thursday,No,Yes,WH002,General,18912,35.5,54,Sunny,99,286,33333.49,155.52,19,8.8,4.9,5.8,24.0,79.8,70,87.1,92.39
2022-06-23,2022,6,2,Thursday,No,Yes,WH003,General,18204,35.5,54,Sunny,78,311,29472.43,118.69,15,8.9,5.5,6.0,24.0,77.9,59,98.2,87.43
2022-06-23,2022,6,2,Thursday,No,Yes,WH004,General,24074,35.5,54,Sunny,62,169,20190.1,131.38,7,5.1,3.5,6.5,24.0,52.1,55,93.2,86.16
2022-06-23,2022,6,2,Thursday,No,Yes,WH005,General,20253,35.5,54,Sunny,85,364,32072.72,152.73,15,10.0,6.6,6.1,24.0,78.3,76,86.4,93.71
2022-06-23,2022,6,2,Thursday,No,Yes,WH006,General,20006,35.5,54,Sunny,95,333,38280.03,196.53,17,9.5,5.5,6.5,24.0,82.0,59,92.2,93.73
2022-06-24,2022,6,2,Friday,Yes,Yes,CW001,Cold,13828,37.2,57,Sunny,78,165,13513.41,58.39,7,5.8,1.7,12.3,24.0,54.8,42,88.5,180.0
2022-06-24,2022,6,2,Friday,Yes,Yes,CW002,Cold,13143,37.2,57,Sunny,95,235,20180.23,98.25,14,6.9,2.3,11.4,24.0,62.8,54,92.5,187.81
2022-06-24,2022,6,2,Friday,Yes,Yes,DG001,Dangerous Goods,11016,37.2,57,Sunny,45,65,3373.38,6.75,3,2.1,0.3,6.9,24.0,25.9,25,88.3,112.7
2022-06-24,2022,6,2,Friday,Yes,Yes,EX001,Express,14467,37.2,57,Sunny,67,165,3865.55,27.19,7,5.6,5.3,6.5,24.0,52.9,44,87.0,120.26
2022-06-24,2022,6,2,Friday,Yes,Yes,LA001,Live Animal,11771,37.2,57,Sunny,53,24,529.22,6.54,1,1.1,0.0,7.2,24.0,27.8,21,90.3,135.19
2022-06-24,2022,6,2,Friday,Yes,Yes,VW001,Valuable,4419,37.2,57,Sunny,44,25,154.92,0.99,1,1.5,0.1,4.0,24.0,27.4,13,89.8,65.05
2022-06-24,2022,6,2,Friday,Yes,Yes,WH001,General,23238,37.2,57,Sunny,89,378,36818.62,155.55,17,10.3,6.3,6.4,24.0,83.4,76,94.4,86.08
2022-06-24,2022,6,2,Friday,Yes,Yes,WH002,General,18912,37.2,57,Sunny,84,390,38982.65,220.55,18,10.8,7.0,6.3,24.0,87.0,77,95.9,89.82
2022-06-24,2022,6,2,Friday,Yes,Yes,WH003,General,18204,37.2,57,Sunny,71,222,23211.96,110.41,11,7.2,4.3,6.3,24.0,60.6,51,97.8,90.23
2022-06-24,2022,6,2,Friday,Yes,Yes,WH004,General,24074,37.2,57,Sunny,99,408,40070.37,173.64,25,11.0,7.1,6.9,24.0,89.7,65,93.2,91.05
2022-06-24,2022,6,2,Friday,Yes,Yes,WH005,General,20253,37.2,57,Sunny,99,300,32072.78,144.7,20,9.2,5.8,7.2,24.0,81.3,67,87.6,86.82
2022-06-24,2022,6,2,Friday,Yes,Yes,WH006,General,20006,37.2,57,Sunny,99,331,32262.66,194.71,13,10.0,6.0,7.0,24.0,89.7,58,96.8,93.34
2022-06-25,2022,6,2,Saturday,Yes,Yes,CW001,Cold,13828,37.7,43,Sunny,72,163,17297.35,65.66,6,5.2,1.8,12.4,24.0,46.7,47,89.6,184.9
2022-06-25,2022,6,2,Saturday,Yes,Yes,CW002,Cold,13143,37.7,43,Sunny,99,202,17496.58,68.38,8,6.5,2.3,12.2,24.0,67.1,45,86.0,185.23
2022-06-25,2022,6,2,Saturday,Yes,Yes,DG001,Dangerous Goods,11016,37.7,43,Sunny,41,40,3035.45,6.36,2,2.0,0.0,6.5,24.0,26.2,20,92.8,103.69
2022-06-25,2022,6,2,Saturday,Yes,Yes,EX001,Express,14467,37.7,43,Sunny,73,235,3970.1,33.24,15,7.4,7.8,6.9,24.0,70.8,41,98.4,118.76
2022-06-25,2022,6,2,Saturday,Yes,Yes,LA001,Live Animal,11771,37.7,43,Sunny,50,27,1211.48,15.27,1,1.8,0.0,7.0,24.0,27.4,15,86.0,136.3
2022-06-25,2022,6,2,Saturday,Yes,Yes,VW001,Valuable,4419,37.7,43,Sunny,40,29,385.91,3.02,1,1.8,0.1,4.2,24.0,23.0,12,89.6,71.99
2022-06-25,2022,6,2,Saturday,Yes,Yes,WH001,General,23238,37.7,43,Sunny,69,224,25195.65,118.13,10,6.7,4.1,6.6,24.0,62.9,67,95.9,90.16
2022-06-25,2022,6,2,Saturday,Yes,Yes,WH002,General,18912,37.7,43,Sunny,61,286,26524.24,149.77,11,8.2,5.3,7.2,24.0,64.7,58,94.3,87.87
2022-06-25,2022,6,2,Saturday,Yes,Yes,WH003,General,18204,37.7,43,Sunny,99,399,41771.73,184.83,17,11.1,6.6,6.6,24.0,87.7,81,94.3,97.05
2022-06-25,2022,6,2,Saturday,Yes,Yes,WH004,General,24074,37.7,43,Sunny,79,313,34313.37,153.53,16,9.1,5.6,7.3,24.0,73.6,64,89.7,93.25
2022-06-25,2022,6,2,Saturday,Yes,Yes,WH005,General,20253,37.7,43,Sunny,62,244,27346.46,135.94,9,6.6,4.8,7.3,24.0,56.5,63,85.6,86.57
2022-06-25,2022,6,2,Saturday,Yes,Yes,WH006,General,20006,37.7,43,Sunny,72,242,23107.59,120.45,12,7.6,4.7,6.7,24.0,64.1,70,98.5,81.5
2022-06-26,2022,6,2,Sunday,No,Yes,CW001,Cold,13828,41.9,39,Hot,82,213,19875.64,72.0,8,6.0,2.4,12.8,24.0,56.5,52,90.0,185.57
2022-06-26,2022,6,2,Sunday,No,Yes,CW002,Cold,13143,41.9,39,Hot,95,310,30764.33,133.14,19,8.7,3.4,12.9,24.0,78.5,46,92.9,191.35
2022-06-26,2022,6,2,Sunday,No,Yes,DG001,Dangerous Goods,11016,41.9,39,Hot,73,100,5734.74,12.28,4,3.7,0.6,8.1,24.0,44.8,31,94.0,113.79
2022-06-26,2022,6,2,Sunday,No,Yes,EX001,Express,14467,41.9,39,Hot,86,193,2138.41,15.3,10,6.3,6.4,8.9,24.0,67.7,44,86.5,121.02
2022-06-26,2022,6,2,Sunday,No,Yes,LA001,Live Animal,11771,41.9,39,Hot,69,35,922.28,11.15,2,2.5,0.0,8.9,24.0,41.7,16,85.1,136.55
2022-06-26,2022,6,2,Sunday,No,Yes,VW001,Valuable,4419,41.9,39,Hot,40,17,106.46,0.83,1,1.4,0.2,5.3,24.0,21.4,15,92.7,72.38
2022-06-26,2022,6,2,Sunday,No,Yes,WH001,General,23238,41.9,39,Hot,74,214,25209.83,137.65,11,6.4,4.0,8.6,24.0,57.8,65,95.6,86.97
2022-06-26,2022,6,2,Sunday,No,Yes,WH002,General,18912,41.9,39,Hot,99,465,53441.79,279.23,23,12.0,8.4,8.7,24.0,95.0,83,94.3,101.29
2022-06-26,2022,6,2,Sunday,No,Yes,WH003,General,18204,41.9,39,Hot,71,332,40254.78,181.58,22,9.3,5.5,8.3,24.0,69.5,70,97.6,91.42
2022-06-26,2022,6,2,Sunday,No,Yes,WH004,General,24074,41.9,39,Hot,90,426,48606.48,222.81,20,11.3,7.5,8.6,24.0,95.0,71,89.5,96.04
2022-06-26,2022,6,2,Sunday,No,Yes,WH005,General,20253,41.9,39,Hot,93,344,39340.75,189.64,14,9.7,5.8,8.3,24.0,79.1,72,89.5,91.73
2022-06-26,2022,6,2,Sunday,No,Yes,WH006,General,20006,41.9,39,Hot,83,272,33170.57,150.77,12,7.9,5.0,9.0,24.0,73.0,73,89.1,90.97
2022-06-27,2022,6,2,Monday,No,Yes,CW001,Cold,13828,39.0,47,Dust Storm,85,261,21665.43,74.26,10,7.5,2.9,12.4,24.0,69.8,52,94.3,189.35
2022-06-27,2022,6,2,Monday,No,Yes,CW002,Cold,13143,39.0,47,Dust Storm,99,260,24188.11,101.66,13,7.8,2.6,11.7,24.0,75.4,50,94.1,193.56
2022-06-27,2022,6,2,Monday,No,Yes,DG001,Dangerous Goods,11016,39.0,47,Dust Storm,82,113,7032.75,14.16,5,3.9,0.6,7.0,24.0,51.4,24,98.3,120.95
2022-06-27,2022,6,2,Monday,No,Yes,EX001,Express,14467,39.0,47,Dust Storm,70,226,4613.45,40.52,13,6.6,7.6,7.9,24.0,63.0,43,89.8,123.24
2022-06-27,2022,6,2,Monday,No,Yes,LA001,Live Animal,11771,39.0,47,Dust Storm,40,6,219.6,3.96,1,1.1,0.0,7.4,24.0,22.8,19,98.5,133.07
2022-06-27,2022,6,2,Monday,No,Yes,VW001,Valuable,4419,39.0,47,Dust Storm,62,34,431.01,2.32,2,1.9,0.5,4.6,24.0,28.9,13,90.0,73.28
2022-06-27,2022,6,2,Monday,No,Yes,WH001,General,23238,39.0,47,Dust Storm,78,290,29485.21,194.52,16,8.4,5.5,6.9,24.0,71.7,62,98.0,93.08
2022-06-27,2022,6,2,Monday,No,Yes,WH002,General,18912,39.0,47,Dust Storm,88,282,29562.32,190.96,14,8.6,4.9,7.6,24.0,76.9,55,86.5,92.68
2022-06-27,2022,6,2,Monday,No,Yes,WH003,General,18204,39.0,47,Dust Storm,96,385,39020.03,174.28,15,10.3,6.8,7.6,24.0,84.2,71,98.6,96.3
2022-06-27,2022,6,2,Monday,No,Yes,WH004,General,24074,39.0,47,Dust Storm,74,267,31889.36,146.71,12,7.7,4.6,7.0,24.0,65.0,65,88.6,93.77
2022-06-27,2022,6,2,Monday,No,Yes,WH005,General,20253,39.0,47,Dust Storm,85,356,37062.34,184.21,18,10.1,5.8,7.5,24.0,76.8,73,96.6,88.34
2022-06-27,2022,6,2,Monday,No,Yes,WH006,General,20006,39.0,47,Dust Storm,99,303,33113.66,211.63,13,8.9,5.0,7.5,24.0,79.3,64,93.5,88.99
2022-06-28,2022,6,2,Tuesday,No,Yes,CW001,Cold,13828,37.0,40,Dust Storm,73,236,19622.41,71.36,11,6.6,2.8,11.6,24.0,59.0,45,98.2,182.3
2022-06-28,2022,6,2,Tuesday,No,Yes,CW002,Cold,13143,37.0,40,Dust Storm,78,198,21208.96,98.37,9,6.1,2.4,12.0,24.0,62.3,51,91.2,186.77
2022-06-28,2022,6,2,Tuesday,No,Yes,DG001,Dangerous Goods,11016,37.0,40,Dust Storm,62,48,3917.93,9.86,2,2.1,0.3,6.6,24.0,32.3,25,85.8,108.29
2022-06-28,2022,6,2,Tuesday,No,Yes,EX001,Express,14467,37.0,40,Dust Storm,94,369,7944.34,55.98,19,10.1,12.2,6.9,24.0,95.0,49,94.3,131.26
2022-06-28,2022,6,2,Tuesday,No,Yes,LA001,Live Animal,11771,37.0,40,Dust Storm,53,11,355.44,5.43,1,1.0,0.0,6.6,24.0,22.2,17,95.0,136.8
2022-06-28,2022,6,2,Tuesday,No,Yes,VW001,Valuable,4419,37.0,40,Dust Storm,59,47,335.77,1.89,2,1.9,0.2,3.8,24.0,26.1,15,87.7,72.69
2022-06-28,2022,6,2,Tuesday,No,Yes,WH001,General,23238,37.0,40,Dust Storm,99,449,43715.01,230.87,22,12.0,7.9,6.4,24.0,94.3,68,92.5,99.3
2022-06-28,2022,6,2,Tuesday,No,Yes,WH002,General,18912,37.0,40,Dust Storm,84,230,27222.71,125.21,9,7.6,4.4,6.7,24.0,72.8,61,98.0,84.07
2022-06-28,2022,6,2,Tuesday,No,Yes,WH003,General,18204,37.0,40,Dust Storm,89,376,32626.44,142.63,16,10.6,6.4,6.8,24.0,85.1,67,88.0,93.74
2022-06-28,2022,6,2,Tuesday,No,Yes,WH004,General,24074,37.0,40,Dust Storm,99,379,38946.64,216.3,17,10.2,6.6,6.8,24.0,90.2,63,88.6,97.8
2022-06-28,2022,6,2,Tuesday,No,Yes,WH005,General,20253,37.0,40,Dust Storm,99,450,51216.56,222.04,25,12.0,7.6,6.5,24.0,95.0,66,92.3,92.72
2022-06-28,2022,6,2,Tuesday,No,Yes,WH006,General,20006,37.0,40,Dust Storm,80,328,37246.17,195.78,20,9.1,5.5,7.0,24.0,71.1,67,93.6,85.64
2022-06-29,2022,6,2,Wednesday,No,Yes,CW001,Cold,13828,39.2,43,Dust Storm,85,223,23442.88,86.11,9,6.5,2.2,12.5,24.0,62.0,41,88.6,190.72
2022-06-29,2022,6,2,Wednesday,No,Yes,CW002,Cold,13143,39.2,43,Dust Storm,82,150,16257.53,71.9,6,4.9,1.5,12.0,24.0,49.6,40,91.2,185.13
2022-06-29,2022,6,2,Wednesday,No,Yes,DG001,Dangerous Goods,11016,39.2,43,Dust Storm,64,38,2197.3,5.47,1,2.5,0.2,7.5,24.0,30.4,23,94.3,113.96
2022-06-29,2022,6,2,Wednesday,No,Yes,EX001,Express,14467,39.2,43,Dust Storm,68,210,4891.05,38.52,10,6.7,7.4,7.8,24.0,64.0,43,86.5,122.59
2022-06-29,2022,6,2,Wednesday,No,Yes,LA001,Live Animal,11771,39.2,43,Dust Storm,39,14,331.55,5.17,1,1.4,0.0,7.4,24.0,18.8,18,90.5,136.46
2022-06-29,2022,6,2,Wednesday,No,Yes,VW001,Valuable,4419,39.2,43,Dust Storm,28,22,162.19,1.11,1,1.2,0.2,4.5,24.0,17.9,10,93.9,68.47
2022-06-29,2022,6,2,Wednesday,No,Yes,WH001,General,23238,39.2,43,Dust Storm,75,305,35369.99,182.61,15,8.7,5.1,7.8,24.0,75.9,65,87.5,95.61
2022-06-29,2022,6,2,Wednesday,No,Yes,WH002,General,18912,39.2,43,Dust Storm,89,318,38438.91,195.03,13,9.6,5.9,7.8,24.0,81.5,72,90.5,97.07
2022-06-29,2022,6,2,Wednesday,No,Yes,WH003,General,18204,39.2,43,Dust Storm,67,202,23716.8,109.18,11,6.7,3.3,7.2,24.0,55.6,53,96.3,82.72
2022-06-29,2022,6,2,Wednesday,No,Yes,WH004,General,24074,39.2,43,Dust Storm,67,305,35559.56,173.75,17,8.8,5.7,7.8,24.0,71.9,65,91.3,87.93
2022-06-29,2022,6,2,Wednesday,No,Yes,WH005,General,20253,39.2,43,Dust Storm,99,368,36837.42,196.75,20,10.0,6.7,7.3,24.0,84.0,75,86.4,96.47
2022-06-29,2022,6,2,Wednesday,No,Yes,WH006,General,20006,39.2,43,Dust Storm,97,386,34127.47,181.33,17,10.3,7.3,7.7,24.0,86.7,80,94.0,89.65
2022-06-30,2022,6,2,Thursday,No,Yes,CW001,Cold,13828,37.8,37,Dust Storm,95,191,15428.97,71.33,11,6.0,2.4,12.2,24.0,64.9,43,86.2,184.38
2022-06-30,2022,6,2,Thursday,No,Yes,CW002,Cold,13143,37.8,37,Dust Storm,99,297,28953.7,116.65,12,7.9,3.1,12.3,24.0,73.9,59,98.0,187.9
2022-06-30,2022,6,2,Thursday,No,Yes,DG001,Dangerous Goods,11016,37.8,37,Dust Storm,72,90,4596.57,15.0,4,3.2,0.6,7.3,24.0,38.1,27,85.1,110.41
2022-06-30,2022,6,2,Thursday,No,Yes,EX001,Express,14467,37.8,37,Dust Storm,97,302,6837.7,54.82,13,9.0,9.9,6.7,24.0,92.0,52,89.7,127.99
2022-06-30,2022,6,2,Thursday,No,Yes,LA001,Live Animal,11771,37.8,37,Dust Storm,60,21,664.01,7.97,1,1.1,0.0,6.7,24.0,32.5,21,96.8,139.61
2022-06-30,2022,6,2,Thursday,No,Yes,VW001,Valuable,4419,37.8,37,Dust Storm,49,26,270.63,2.2,1,1.6,0.3,4.0,24.0,26.7,10,95.6,70.36
2022-06-30,2022,6,2,Thursday,No,Yes,WH001,General,23238,37.8,37,Dust Storm,88,248,24283.18,100.92,13,7.8,3.9,7.2,24.0,73.9,52,98.5,90.42
2022-06-30,2022,6,2,Thursday,No,Yes,WH002,General,18912,37.8,37,Dust Storm,94,256,24109.75,147.85,10,8.5,4.8,7.0,24.0,73.7,54,95.3,87.84
2022-06-30,2022,6,2,Thursday,No,Yes,WH003,General,18204,37.8,37,Dust Storm,99,303,28031.48,112.42,17,9.1,5.4,6.5,24.0,78.9,65,97.9,86.06
2022-06-30,2022,6,2,Thursday,No,Yes,WH004,General,24074,37.8,37,Dust Storm,77,323,36868.84,161.64,16,9.5,5.6,6.4,24.0,75.0,56,92.7,90.04
2022-06-30,2022,6,2,Thursday,No,Yes,WH005,General,20253,37.8,37,Dust Storm,85,317,33467.58,203.88,13,8.8,5.9,6.8,24.0,76.9,65,87.7,93.52
2022-06-30,2022,6,2,Thursday,No,Yes,WH006,General,20006,37.8,37,Dust Storm,99,297,25295.63,135.85,16,9.3,5.1,6.5,24.0,87.2,66,93.0,92.71
2022-07-01,2022,7,3,Friday,Yes,Yes,CW001,Cold,13828,37.8,36,Dust Storm,99,263,24503.97,103.19,17,8.0,2.7,12.0,24.0,70.5,49,92.0,191.24
2022-07-01,2022,7,3,Friday,Yes,Yes,CW002,Cold,13143,37.8,36,Dust Storm,99,189,18919.35,90.72,8,6.5,2.4,11.6,24.0,67.2,42,94.2,182.41
2022-07-01,2022,7,3,Friday,Yes,Yes,DG001,Dangerous Goods,11016,37.8,36,Dust Storm,75,108,8221.64,24.65,6,3.3,0.4,7.4,24.0,45.9,25,93.6,120.2
2022-07-01,2022,7,3,Friday,Yes,Yes,EX001,Express,14467,37.8,36,Dust Storm,99,239,2508.33,23.49,12,7.3,8.6,7.0,24.0,81.1,45,88.4,119.66
2022-07-01,2022,7,3,Friday,Yes,Yes,LA001,Live Animal,11771,37.8,36,Dust Storm,75,23,836.26,14.05,1,2.0,0.0,6.8,24.0,38.5,12,86.9,135.88
2022-07-01,2022,7,3,Friday,Yes,Yes,VW001,Valuable,4419,37.8,36,Dust Storm,39,21,184.61,1.03,1,1.5,0.5,4.1,24.0,19.6,12,94.5,65.33
2022-07-01,2022,7,3,Friday,Yes,Yes,WH001,General,23238,37.8,36,Dust Storm,94,346,43174.5,234.61,23,9.6,5.9,7.0,24.0,81.5,72,95.2,89.76
2022-07-01,2022,7,3,Friday,Yes,Yes,WH002,General,18912,37.8,36,Dust Storm,68,322,28564.36,154.87,21,9.2,6.1,6.6,24.0,72.8,74,97.5,86.84
2022-07-01,2022,7,3,Friday,Yes,Yes,WH003,General,18204,37.8,36,Dust Storm,99,378,44267.52,231.34,23,10.1,6.3,7.4,24.0,86.9,74,90.1,95.49
2022-07-01,2022,7,3,Friday,Yes,Yes,WH004,General,24074,37.8,36,Dust Storm,84,360,35516.46,215.27,15,10.2,6.1,6.8,24.0,80.0,69,88.8,95.93
2022-07-01,2022,7,3,Friday,Yes,Yes,WH005,General,20253,37.8,36,Dust Storm,61,211,22829.95,108.26,11,6.9,3.6,7.3,24.0,51.4,62,90.3,86.57
2022-07-01,2022,7,3,Friday,Yes,Yes,WH006,General,20006,37.8,36,Dust Storm,99,334,40710.18,165.9,15,9.2,6.0,7.4,24.0,83.9,76,95.7,92.17
2022-07-02,2022,7,3,Saturday,Yes,Yes,CW001,Cold,13828,38.2,43,Dust Storm,82,260,26285.8,95.51,16,7.6,2.9,11.8,24.0,61.8,50,92.4,190.98
2022-07-02,2022,7,3,Saturday,Yes,Yes,CW002,Cold,13143,38.2,43,Dust Storm,75,142,15059.57,66.37,6,4.5,1.6,12.2,24.0,45.5,39,90.7,185.24
2022-07-02,2022,7,3,Saturday,Yes,Yes,DG001,Dangerous Goods,11016,38.2,43,Dust Storm,69,57,3478.77,7.48,3,2.9,0.2,7.1,24.0,37.2,26,98.0,118.08
2022-07-02,2022,7,3,Saturday,Yes,Yes,EX001,Express,14467,38.2,43,Dust Storm,97,218,2492.79,30.0,13,7.2,7.5,7.6,24.0,80.0,39,93.6,123.1
2022-07-02,2022,7,3,Saturday,Yes,Yes,LA001,Live Animal,11771,38.2,43,Dust Storm,50,14,435.9,5.47,1,0.9,0.0,7.1,24.0,25.0,15,92.0,132.24
2022-07-02,2022,7,3,Saturday,Yes,Yes,VW001,Valuable,4419,38.2,43,Dust Storm,35,10,107.29,0.78,1,0.5,0.2,4.3,24.0,18.3,8,91.0,74.11
2022-07-02,2022,7,3,Saturday,Yes,Yes,WH001,General,23238,38.2,43,Dust Storm,99,462,53745.43,306.08,23,12.0,8.0,6.7,24.0,95.0,79,90.7,102.14
2022-07-02,2022,7,3,Saturday,Yes,Yes,WH002,General,18912,38.2,43,Dust Storm,69,281,27628.16,180.59,12,8.4,5.4,7.1,24.0,67.6,65,85.4,85.64
2022-07-02,2022,7,3,Saturday,Yes,Yes,WH003,General,18204,38.2,43,Dust Storm,75,238,21836.82,124.85,14,7.7,3.8,7.5,24.0,67.4,60,92.8,92.54
2022-07-02,2022,7,3,Saturday,Yes,Yes,WH004,General,24074,38.2,43,Dust Storm,74,235,25050.49,127.03,10,7.5,3.8,7.5,24.0,67.3,52,88.5,84.73
2022-07-02,2022,7,3,Saturday,Yes,Yes,WH005,General,20253,38.2,43,Dust Storm,81,329,38456.2,229.77,20,9.2,6.0,7.0,24.0,76.2,63,87.7,88.59
2022-07-02,2022,7,3,Saturday,Yes,Yes,WH006,General,20006,38.2,43,Dust Storm,99,456,38880.92,258.43,22,11.7,7.6,7.1,24.0,95.0,69,98.1,91.62
2022-07-03,2022,7,3,Sunday,No,Yes,CW001,Cold,13828,37.4,49,Dust Storm,99,319,32324.31,140.09,13,9.2,3.6,12.2,24.0,80.8,53,88.8,194.0
2022-07-03,2022,7,3,Sunday,No,Yes,CW002,Cold,13143,37.4,49,Dust Storm,72,217,19292.36,84.14,9,6.6,2.7,12.0,24.0,58.7,39,93.4,183.44
2022-07-03,2022,7,3,Sunday,No,Yes,DG001,Dangerous Goods,11016,37.4,49,Dust Storm,62,64,3783.82,9.88,3,2.9,0.2,7.0,24.0,39.3,21,90.1,113.72
2022-07-03,2022,7,3,Sunday,No,Yes,EX001,Express,14467,37.4,49,Dust Storm,89,341,6333.62,46.86,22,9.5,11.7,6.4,24.0,88.0,52,93.6,130.24
2022-07-03,2022,7,3,Sunday,No,Yes,LA001,Live Animal,11771,37.4,49,Dust Storm,42,15,390.65,4.02,1,1.4,0.0,6.5,24.0,20.2,12,88.6,138.3
2022-07-03,2022,7,3,Sunday,No,Yes,VW001,Valuable,4419,37.4,49,Dust Storm,24,12,109.51,0.68,1,0.8,0.1,4.4,24.0,14.1,8,97.8,71.66
2022-07-03,2022,7,3,Sunday,No,Yes,WH001,General,23238,37.4,49,Dust Storm,99,314,27270.53,116.12,18,9.3,5.8,6.4,24.0,80.6,73,91.3,85.5
2022-07-03,2022,7,3,Sunday,No,Yes,WH002,General,18912,37.4,49,Dust Storm,79,271,31207.83,149.64,11,7.7,5.2,6.7,24.0,70.5,64,97.8,91.79
2022-07-03,2022,7,3,Sunday,No,Yes,WH003,General,18204,37.4,49,Dust Storm,64,276,32759.19,142.3,11,7.7,4.7,6.5,24.0,65.2,63,96.6,87.19
2022-07-03,2022,7,3,Sunday,No,Yes,WH004,General,24074,37.4,49,Dust Storm,68,263,31978.07,177.75,11,7.9,4.8,6.5,24.0,65.8,68,98.0,85.07
2022-07-03,2022,7,3,Sunday,No,Yes,WH005,General,20253,37.4,49,Dust Storm,64,215,20858.26,100.52,9,6.8,3.6,7.2,24.0,60.0,64,87.4,88.0
2022-07-03,2022,7,3,Sunday,No,Yes,WH006,General,20006,37.4,49,Dust Storm,81,275,30363.92,178.87,13,8.5,5.0,6.8,24.0,73.6,65,90.1,85.01
2022-07-04,2022,7,3,Monday,No,Yes,CW001,Cold,13828,37.5,47,Sunny,86,208,19489.64,86.69,9,6.0,2.1,11.4,24.0,58.2,45,93.8,187.34
2022-07-04,2022,7,3,Monday,No,Yes,CW002,Cold,13143,37.5,47,Sunny,85,159,13582.36,60.91,8,5.0,1.6,11.7,24.0,53.0,46,87.7,184.87
2022-07-04,2022,7,3,Monday,No,Yes,DG001,Dangerous Goods,11016,37.5,47,Sunny,49,31,1849.74,5.01,1,2.0,0.1,6.5,24.0,25.5,17,91.8,105.0
2022-07-04,2022,7,3,Monday,No,Yes,EX001,Express,14467,37.5,47,Sunny,70,180,4080.1,29.66,9,6.2,6.0,7.1,24.0,59.4,41,98.0,122.78
2022-07-04,2022,7,3,Monday,No,Yes,LA001,Live Animal,11771,37.5,47,Sunny,37,6,209.06,3.62,1,1.2,0.0,6.5,24.0,22.3,10,98.2,134.89
2022-07-04,2022,7,3,Monday,No,Yes,VW001,Valuable,4419,37.5,47,Sunny,46,27,279.27,1.86,1,1.9,0.2,4.4,24.0,22.4,13,98.2,68.86
2022-07-04,2022,7,3,Monday,No,Yes,WH001,General,23238,37.5,47,Sunny,79,346,40497.6,243.44,14,9.5,5.9,7.1,24.0,79.7,77,90.8,89.59
2022-07-04,2022,7,3,Monday,No,Yes,WH002,General,18912,37.5,47,Sunny,93,419,48976.92,309.51,20,11.0,7.5,7.1,24.0,93.6,67,95.4,93.46
2022-07-04,2022,7,3,Monday,No,Yes,WH003,General,18204,37.5,47,Sunny,77,325,31842.81,206.41,18,8.7,5.8,6.9,24.0,74.5,69,89.2,88.25
2022-07-04,2022,7,3,Monday,No,Yes,WH004,General,24074,37.5,47,Sunny,64,247,23969.93,122.82,11,7.0,4.6,6.7,24.0,63.9,60,87.5,82.99
2022-07-04,2022,7,3,Monday,No,Yes,WH005,General,20253,37.5,47,Sunny,88,402,43796.95,196.92,26,11.0,7.1,6.7,24.0,92.7,68,93.7,90.55
